N,policy,threads,receivers,rate,traced,repeats,saturated,x,batch_n,batch_mean_us,batch_std_us,batch_min_us,batch_max_us,frame_n,frame_mean_us,frame_std_us,frame_min_us,frame_max_us,edf_miss_ratio,lost_records
1024,rm,2,4,2500000.0,True,3,True,0.9043061849625751,,,,,,68761,6316.412767426304,194047.67500329847,215.447,50840949.57,,2600231904
1024,rr,2,1,2500000.0,True,3,False,0.257488990722956,22229,62.66852458500157,8.105363284732986,52.731,605.112,25734,324.201358475169,188.05878923885246,160.985,813.437,,3399577948
1024,rr,6,3,2500000.0,True,3,False,0.29033782976889727,66238,119.25156793683384,82.3120235370224,51.902,3453.739,77202,414.26553712339063,194.98691479643335,161.216,4582.185,,10052983685
1024,rr,1,1,2500000.0,True,4,False,0.3330935931210215,39038,66.48439341154773,29.274955046998198,48.701,229.744,34312,309.06700947190495,179.89121863278038,154.194,725.564,,1761468322
1024,rr,2,1,5000000.0,True,3,False,0.5160922186694848,56034,67.89413750580005,72.33211117223219,51.139,3138.651,51468,256.6413445441828,92.33048936523424,160.175,789.848,,2765376689
1024,rr,6,3,5000000.0,True,3,False,0.5686272624431058,166467,178.98320126511558,83.42242516159435,52.638,3426.598,154404,380.80666285847514,203.0724402573817,178.355,9339.086,,8169468487
1024,rr,1,1,5000000.0,True,3,False,0.6655828839131331,113694,66.54025693528243,29.149920407592205,48.519,396.874,51468,238.87140905028366,84.35118248481369,152.846,623.171,,650834510
1024,rr,6,2,10000000.0,True,3,False,0.7565345805055886,281521,193.0341118779771,91.77067815990318,60.795,1228.213,205866,425.53788372047836,455.76647848257,177.467,6243.131,,6873485465
1024,rr,2,3,2500000.0,True,3,False,0.7736035411838776,140006,224.6817608816765,63.83968212478527,68.845,634.231,77202,543.8879495220332,285.57199148962843,201.056,8444.865,,1841374873
1024,rr,1,3,2500000.0,True,3,True,0.9322625237,439454,2702805.09232367,411663.0042698302,1872948.179,3426042.43,72516,19525.320770064536,547.4654161262117,18000.11,23513.014,,88774457
1024,rr,1,1,20000000.0,True,3,True,0.9587875996666666,,,,,,73921,6473.454725260752,174.4403915166397,5981.302,8952.903,,153800172
1024,rr,1,1,10000000.0,True,3,True,0.9588556056166667,280161,21124728.707258385,1050929.7166658852,19171560.521,23055143.282,74035,6462.664252772337,226.22258833203657,5992.393,10322.329,,153800434
1024,rr,2,4,2500000.0,True,3,True,0.9722659382944311,229759,1434406.951302748,731964.4260835922,607265.151,3335296.156,98124,19560.686963709184,418.1531526975889,17997.808,26329.02,,1262796025
2048,edf,2,1,2500000.0,True,3,False,0.2079433107769845,30261,131.53270318231387,12.878222615466353,100.803,928.465,25734,460.3497431802285,299.2148068638427,267.48,1411.049,0.0,848648486
2048,edf,6,3,2500000.0,True,3,False,0.27638035195016214,51454,255.20746200489756,88.14260621607603,107.618,3246.135,77202,599.652106240771,328.90655178171613,207.787,9184.63,2.894039378615017e-06,1226067764
2048,edf,1,1,2500000.0,True,3,False,0.32666259604846576,58600,150.00707343003413,66.5243088651142,95.774,756.246,25734,377.6208526851636,273.9433328787963,174.856,1435.318,0.0,285941989
2048,edf,2,2,2500000.0,True,3,False,0.38707896378040657,68198,219.0357834833866,67.39969975499905,119.689,1847.858,51468,637.7469396518226,307.71336385651597,312.961,1675.927,0.0,383021378
2048,edf,6,3,5000000.0,True,3,False,0.5540149540548548,158449,321.26697372656184,85.84073642946167,124.69,3572.993,154404,585.9528898215073,189.8140319640038,216.987,5930.491,1.7861888034541044e-05,887158095
2048,edf,2,3,2500000.0,True,3,False,0.5876772812000001,155478,401.2424110034861,186.0183466200567,138.15,3264.823,77202,820.9344195746224,322.72327131527237,341.812,2518.686,0.0,157441753
2048,edf,1,1,5000000.0,True,3,False,0.6478802798500001,146484,149.22513930531665,66.04739014135144,94.529,491.521,51468,310.5462887036605,125.11799396970567,173.066,736.695,0.0,141975250
2048,edf,1,2,2500000.0,True,3,False,0.6564565642500001,146484,292.40240648125393,154.14742702146887,98.578,992.308,51468,469.6213430481076,289.28681125937175,176.775,1515.89,0.0,117655527
2048,edf,6,2,10000000.0,True,3,False,0.7262159443605966,341001,327.2506338339184,335.9892614556679,117.387,8156.356,205866,581.8208751809431,413.66057654365085,241.468,16341.022,0.0003400741073833307,983304089
2048,edf,6,4,5000000.0,True,3,False,0.7420712292722346,379055,561.9227743256256,642.3839822804696,139.746,9017.827,205872,947.4321330146886,1083.415832627473,282.88,23329.688,0.0003879672284210195,470544224
