tag,dir,N,workers,receivers,rate,policy,traced,rep,target,kind,rc,analysis_rc,wall_s
target_N2048_t6_r2_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_rr_trace_rep2,2048,6,2,10000000,rr,True,2,0.7,target,0,0,223.1
target_N2048_t6_r2_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_edf_trace_rep2,2048,6,2,10000000,edf,True,2,0.7,target,0,0,118.7
target_N2048_t6_r2_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_rm_trace_rep2,2048,6,2,10000000,rm,True,2,0.7,target,0,0,219.8
target_N2048_t6_r4_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_rr_trace_rep2,2048,6,4,5000000,rr,True,2,0.85,target,0,0,292.1
target_N2048_t6_r4_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_edf_trace_rep2,2048,6,4,5000000,edf,True,2,0.85,target,0,0,146.8
target_N2048_t6_r4_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_rm_trace_rep2,2048,6,4,5000000,rm,True,2,0.85,target,0,0,286.1
target_N2048_t6_r3_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_rr_trace_rep2,2048,6,3,10000000,rr,True,2,0.95,target,0,0,261.2
target_N2048_t6_r3_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_edf_trace_rep2,2048,6,3,10000000,edf,True,2,0.95,target,0,0,154.2
target_N2048_t6_r3_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_rm_trace_rep2,2048,6,3,10000000,rm,True,2,0.95,target,0,0,243.1
target_N4096_t1_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_rr_trace_rep2,4096,1,1,2500000,rr,True,2,0.3,target,0,0,86.9
target_N4096_t1_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_edf_trace_rep2,4096,1,1,2500000,edf,True,2,0.3,target,0,0,76.2
target_N4096_t1_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_rm_trace_rep2,4096,1,1,2500000,rm,True,2,0.3,target,0,0,86.5
target_N4096_t1_r1_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_rr_trace_rep2,4096,1,1,5000000,rr,True,2,"0.5,0.7",target,0,0,86.9
target_N4096_t1_r1_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_edf_trace_rep2,4096,1,1,5000000,edf,True,2,"0.5,0.7",target,0,0,75.4
target_N4096_t1_r1_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_rm_trace_rep2,4096,1,1,5000000,rm,True,2,"0.5,0.7",target,0,0,86.0
target_N4096_t1_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_rr_trace_rep2,4096,1,3,2500000,rr,True,2,"0.85,0.95",target,0,0,78.8
target_N4096_t1_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_edf_trace_rep2,4096,1,3,2500000,edf,True,2,"0.85,0.95",target,0,0,74.7
target_N4096_t1_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_rm_trace_rep2,4096,1,3,2500000,rm,True,2,"0.85,0.95",target,0,0,113.7
target_N4096_t2_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_rr_trace_rep2,4096,2,1,2500000,rr,True,2,0.3,target,0,0,108.2
target_N4096_t2_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_edf_trace_rep2,4096,2,1,2500000,edf,True,2,0.3,target,0,0,78.9
target_N4096_t2_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_rm_trace_rep2,4096,2,1,2500000,rm,True,2,0.3,target,0,0,107.7
target_N4096_t2_r1_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_rr_trace_rep2,4096,2,1,5000000,rr,True,2,0.5,target,0,0,105.8
target_N4096_t2_r1_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_edf_trace_rep2,4096,2,1,5000000,edf,True,2,0.5,target,0,0,79.9
target_N4096_t2_r1_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_rm_trace_rep2,4096,2,1,5000000,rm,True,2,0.5,target,0,0,105.8
target_N4096_t2_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_rr_trace_rep2,4096,2,3,2500000,rr,True,2,"0.7,0.85",target,0,0,131.2
target_N4096_t2_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_edf_trace_rep2,4096,2,3,2500000,edf,True,2,"0.7,0.85",target,0,0,91.8
target_N4096_t2_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_rm_trace_rep2,4096,2,3,2500000,rm,True,2,"0.7,0.85",target,0,0,128.2
target_N4096_t2_r1_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_rr_trace_rep2,4096,2,1,10000000,rr,True,2,0.95,target,0,0,93.3
target_N4096_t2_r1_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_edf_trace_rep2,4096,2,1,10000000,edf,True,2,0.95,target,0,0,88.5
target_N4096_t2_r1_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_rm_trace_rep2,4096,2,1,10000000,rm,True,2,0.95,target,0,0,101.2
target_N4096_t6_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_rr_trace_rep2,4096,6,3,2500000,rr,True,2,0.3,target,0,0,294.6
target_N4096_t6_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_edf_trace_rep2,4096,6,3,2500000,edf,True,2,0.3,target,0,0,106.1
target_N4096_t6_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_rm_trace_rep2,4096,6,3,2500000,rm,True,2,0.3,target,0,0,295.7
target_N4096_t6_r3_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_rr_trace_rep2,4096,6,3,5000000,rr,True,2,0.5,target,0,0,273.3
target_N4096_t6_r3_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_edf_trace_rep2,4096,6,3,5000000,edf,True,2,0.5,target,0,0,112.8
target_N4096_t6_r3_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_rm_trace_rep2,4096,6,3,5000000,rm,True,2,0.5,target,0,0,269.4
target_N4096_t6_r2_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_rr_trace_rep2,4096,6,2,10000000,rr,True,2,"0.7,0.85",target,0,0,225.7
target_N4096_t6_r2_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_edf_trace_rep2,4096,6,2,10000000,edf,True,2,"0.7,0.85",target,0,0,109.9
target_N4096_t6_r2_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_rm_trace_rep2,4096,6,2,10000000,rm,True,2,"0.7,0.85",target,0,0,220.2
target_N4096_t6_r3_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_rr_trace_rep2,4096,6,3,10000000,rr,True,2,0.95,target,0,0,255.7
target_N4096_t6_r3_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_edf_trace_rep2,4096,6,3,10000000,edf,True,2,0.95,target,0,0,137.1
target_N4096_t6_r3_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_rm_trace_rep2,4096,6,3,10000000,rm,True,2,0.95,target,0,0,248.7
rate_sweep_N1024_t1_r1_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_rr_trace_rep2,1024,1,1,10000000,rr,True,2,,rate_sweep,0,0,103.3
rate_sweep_N1024_t1_r1_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_edf_trace_rep2,1024,1,1,10000000,edf,True,2,,rate_sweep,0,0,103.0
rate_sweep_N1024_t1_r1_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_rm_trace_rep2,1024,1,1,10000000,rm,True,2,,rate_sweep,0,0,129.7
rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep2,1024,1,1,20000000,rr,True,2,,rate_sweep,0,0,102.1
rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep2,1024,1,1,20000000,edf,True,2,,rate_sweep,0,0,103.3
rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep2,1024,1,1,20000000,rm,True,2,,rate_sweep,0,0,130.0
rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep2,2048,1,1,10000000,rr,True,2,,rate_sweep,0,0,97.2
rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep2,2048,1,1,10000000,edf,True,2,,rate_sweep,0,0,97.1
rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep2,2048,1,1,10000000,rm,True,2,,rate_sweep,0,0,115.5
rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep2,2048,1,1,20000000,rr,True,2,,rate_sweep,0,0,97.0
rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep2,2048,1,1,20000000,edf,True,2,,rate_sweep,0,0,95.9
rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep2,2048,1,1,20000000,rm,True,2,,rate_sweep,0,0,115.4
rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep2,4096,1,1,10000000,rr,True,2,,rate_sweep,0,0,95.0
rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep2,4096,1,1,10000000,edf,True,2,,rate_sweep,0,0,92.9
rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep2,4096,1,1,10000000,rm,True,2,,rate_sweep,0,0,107.8
rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep2,4096,1,1,20000000,rr,True,2,,rate_sweep,0,0,96.1
rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep2,4096,1,1,20000000,edf,True,2,,rate_sweep,0,0,93.9
rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep2,4096,1,1,20000000,rm,True,2,,rate_sweep,0,0,107.9
rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep2,1024,1,1,20000000,rr,False,2,,rate_sweep,0,0,79.2
rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep2,1024,1,1,20000000,edf,False,2,,rate_sweep,0,0,81.0
rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep2,1024,1,1,20000000,rm,False,2,,rate_sweep,0,0,87.6
rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep2,2048,1,1,20000000,rr,False,2,,rate_sweep,0,0,77.2
rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep2,2048,1,1,20000000,edf,False,2,,rate_sweep,0,0,78.7
rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep2,2048,1,1,20000000,rm,False,2,,rate_sweep,0,0,81.8
rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep2,4096,1,1,20000000,rr,False,2,,rate_sweep,0,0,76.8
rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep2,4096,1,1,20000000,edf,False,2,,rate_sweep,0,0,77.5
rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep2,4096,1,1,20000000,rm,False,2,,rate_sweep,0,0,79.7
